EGM1-1-1.txtICD Algorithm Data

Atrial		Ventricle	Shock	    ICD Shock
0.0412219    	0.0312375    	0.0384196    	0
0.00631214    	0.00829283    	0.0337782    	0
0.0171213    	0.00178583    	0.0376446    	0
0.0171844    	0.00699221    	0.0175924    	0
0.040026    	0.0197623    	0.0228276    	0
0.00856344    	0.0432063    	0.0490159    	0
0.00841203    	0.00822058    	0.0448651    	0
0.0349766    	0.0181565    	0.041441    	0
0.0252599    	0.0275408    	0.0444869    	0
0.00268857    	0.013345    	0.0179006    	0
0.0294775    	0.00828035    	0.0172265    	0
0.0410442    	0.0291526    	0.00508955    	0
0.00877527    	0.01343    	0.0308757    	0
0.0462534    	0.0497905    	0.0304186    	0
0.0128953    	0.028595    	0.00247921    	0
0.0254784    	0.0433073    	0.0306447    	0
0.0488324    	0.0152955    	0.0498386    	0
0.0401208    	0.0473731    	0.0421217    	0
0.035001    	0.0436066    	0.0223307    	0
0.0153391    	0.0494654    	0.00728564    	0
0.0218333    	0.0414019    	0.0467466    	0
0.00858326    	0.0297652    	0.00980243    	0
0.00954733    	0.0452835    	0.00554949    	0
0.02339    	0.0149425    	0.023871    	0
0.0270874    	0.0257681    	0.00164136    	0.0128906
0.0326704    	0.00789471    	0.028584    	0
0.00539877    	0.0323323    	0.0174651    	0
0.0355305    	0.00676555    	0.0187143    	0
0.0270377    	0.00386153    	0.0153557    	0
0.0188163    	0.0108716    	0.042236    	0
0.00327423    	0.0107916    	0.00628386    	0
0.0129532    	0.03856    	0.0247293    	0
0.00671328    	0.0123722    	0.00409603    	0
0.027218    	0.0448019    	0.00905222    	0
0.00103545    	0.0445557    	0.00115031    	0
0.0287809    	0.0240593    	0.044641    	0
0.00579295    	0.0153321    	0.0013035    	0
0.0277982    	0.0253966    	0.005622    	0
0.0490231    	0.0262841    	0.0438051    	0
0.0374541    	0.0474196    	0.015601    	0
0.0337719    	0.00629042    	0.0276685    	0
0.0375223    	0.0301341    	0.0491757    	0
0.0177106    	0.0498688    	0.0127407    	0
0.0265637    	0.0116142    	0.00831537    	0
0.0299826    	0.0316163    	0.00280432    	0
0.0130496    	0.0224079    	0.0428097    	0
0.00971817    	0.0160561    	0.00022948    	0
0.0407858    	0.0120938    	0.0383555    	0
0.0293088    	0.0165058    	0.00171445    	0
0.0319148    	0.0132013    	0.0234418    	0
0.000891021    	0.047644    	0.0260723    	0
0.0261524    	0.0485094    	0.00357308    	0
0.0225402    	0.0288173    	0.0223937    	0
0.0063479    	0.044541    	0.0119991    	0
0.00301126    	0.0489497    	0.0460621    	0
0.022026    	0.0351411    	0.0325972    	0
0.0384932    	0.0249374    	0.00986126    	0
0.0403184    	0.0234065    	0.0438042    	0
0.00022361    	0.0215388    	0.0181015    	0
0.0227531    	0.0246655    	0.014876    	0
0.00961208    	0.0483367    	0.0151968    	0
0.0265762    	0.00116835    	0.0226958    	0
0.000847699    	0.00445843    	0.0169678    	0
0.0113484    	0.0413923    	0.013006    	0
0.0166204    	0.0384773    	0.0492948    	0
