EGM1-1-5.txt   ICD Algorithm Data

Atrial		Ventricle	Shock	    ICD Shock
0.0275701    	0.0300536    	0.0132313    	0d
0.0414955    	0.0363417    	0.0361244    	0d
0.00523426    	0.0350691    	0.0212984    	0d
0.0130589    	0.0435966    	0.0303324    	0d
0.0396276    	0.0475194    	0.0130083    	0d
0.0417432    	0.0376026    	0.0389863    	0d
0.0295931    	0.0430091    	0.0118932    	0d
0.000582795    	0.0309443    	0.0364054    	0d
0.00788162    	0.0274981    	0.0244451    	0d
0.0209714    	0.0438529    	0.0446735    	0d
0.0391857    	0.0115702    	0.0242906    	0d
0.0256636    	0.0242296    	0.0449915    	0d
0.00711946    	0.0215637    	0.0476242    	0d
0.017945    	0.041156    	0.0241707    	0d
0.00990074    	0.023145    	0.0163858    	0d
0.00668244    	0.0448189    	0.019816    	0d
0.0428538    	0.0384531    	0.0443075    	0d
0.0429852    	0.0464951    	0.037448    	0d
0.0118382    	0.0195905    	0.0219048    	0d
0.0408113    	0.0166123    	0.0173307    	0d
0.0485458    	0.0480642    	0.0349869    	0d
0.0116708    	0.0337561    	0.0102567    	0d
0.0490009    	0.00819536    	0.0193862    	0d
0.0013861    	0.0026594    	0.0168403    	0d
0.0228796    	0.045951    	0.00975546    	0d
0.00820513    	0.0332052    	0.0499412    	0d
0.0350887    	0.0176483    	0.0418315    	0d
0.0125348    	0.00418297    	0.0146501    	0d
0.0223351    	0.0290967    	0.0222603    	0d
0.00555757    	0.0135385    	0.038829    	0d
0.0118469    	0.00908973    	0.034559    	0d
0.0389526    	0.0394176    	0.0298088    	0d
0.0441624    	0.00870269    	0.0414448    	0d
0.022869    	0.015645    	0.0236182    	0d
0.00643913    	0.0278798    	0.0102187    	0d
0.04377    	0.0284962    	0.0154947    	0d
0.0395091    	0.0366247    	0.021685    	0d
0.00779953    	0.0284797    	0.0192359    	0d
0.000581458    	0.0210735    	0.0133146    	0d
0.012309    	0.0129363    	0.0129532    	0d
0.0470205    	0.027553    	0.0423546    	0d
0.0108991    	0.00118643    	0.022661    	0d
0.0160506    	0.00508644    	0.0369585    	0d
0.044444    	0.0489511    	0.0390252    	0d
0.04367    	0.00716958    	0.0160565    	0d
0.0426912    	0.0421387    	0.00789782    	0d
0.0148761    	0.030147    	0.0443911    	0d
0.0346436    	0.00406144    	0.033634    	0d
0.0437242    	0.0283746    	0.0188789    	0d
0.0200588    	0.0345272    	0.019164    	0d
0.0177511    	0.00589191    	0.0187511    	0d
0.0173264    	0.0276461    	0.024489    	0d
0.0473805    	0.00131752    	0.0323497    	0d
0.0131515    	0.0119575    	0.0279366    	0d
0.0436297    	0.0259028    	0.0304124    	0d
0.03316    	0.00478659    	0.0237102    	0d
0.0370231    	0.0491026    	0.034541    	0d
0.0316044    	0.0495764    	0.0130205    	0d
0.00693228    	0.0395873    	0.0404946    	0d
0.0152871    	0.0343803    	0.0420218    	0d
0.0200618    	0.00679449    	0.00132101    	0d
0.0174492    	0.0477721    	0.0477052    	0d
0.0466371    	0.0450044    	0.0401294    	0d
0.0496605    	0.00801293    	0.00651975    	0d
0.0107476    	0.00364765    	0.0381218    	0d
0.0121384    	0.00818193    	0.00396182    	0d
0.00815776    	0.0227895    	0.00316658    	0d
0.000839479    	0.0291373    	0.0277497    	0d
0.0480552    	0.000146134    	0.0306052    	0d
0.00839517    	0.0357863    	0.0441857    	0d
0.00719796    	0.00887264    	0.0323152    	0d
